image1.png,0
image2.png,0
image3.png,0
image4.png,0
image5.png,0
image6.png,0
image7.png,0
image8.png,0
image9.png,0
image10.png,0
image11.png,0
image12.png,0
image13.png,0
image14.png,0
image15.png,0
image16.png,0
image17.png,0
image18.png,0
image19.png,0
image20.png,0
image21.png,1
image22.png,1
image23.png,1
image24.png,1
image25.png,1
image26.png,1
image27.png,1
image28.png,2
image29.png,2
image30.png,2
image31.png,2
image32.png,2
image33.png,2
image34.png,2
image35.png,2
image36.png,2
image37.png,2
image38.png,2
image39.png,2
image40.png,2
image41.png,2
image42.png,2
image43.png,2
image44.png,2
image45.png,2
image46.png,2
image47.png,2
image48.png,1
image49.png,1
image50.png,1
image51.png,1
image52.png,1
image53.png,1
image54.png,1
image55.png,1
image56.png,1
image57.png,1
image58.png,0
image59.png,0
image60.png,0
image61.png,0
image62.png,0
image63.png,1
image64.png,1
image65.png,1
image66.png,1
image67.png,1
image68.png,2
image69.png,2
image70.png,2
image71.png,2
image72.png,2
image73.png,3
image74.png,3
image75.png,3
image76.png,3
image77.png,3
image78.png,2
image79.png,2
image80.png,2
image81.png,2
image82.png,2
image83.png,3
image84.png,3
image85.png,3
image86.png,3
image87.png,3
image88.png,1
image89.png,1
image90.png,1
image91.png,1
image92.png,1
image93.png,1
image94.png,1
image95.png,1
image96.png,1
image97.png,1
image98.png,1
image99.png,1
image100.png,1
image101.png,1
image102.png,1
image103.png,1
image104.png,1
image105.png,1
image106.png,1
image107.png,1
image108.png,1
image109.png,1
image110.png,1
image111.png,1
image112.png,1
image113.png,1
image114.png,1
image115.png,1
image116.png,1
image117.png,1
image118.png,3
image119.png,3
image120.png,3
image121.png,3
image122.png,3
image123.png,1
image124.png,1
image125.png,1
image126.png,1
image127.png,1
image128.png,3
image129.png,3
image130.png,4
image131.png,4
image132.png,4
image133.png,4
image134.png,4
image135.png,2
image136.png,2
image137.png,2
image138.png,2
image139.png,2
image140.png,1
image141.png,5
image142.png,5
image143.png,5
image144.png,5
image145.png,5
image146.png,5
image147.png,5
image148.png,5
image149.png,5
image150.png,5
image151.png,2
image152.png,2
image153.png,2
image154.png,2
image155.png,2
image156.png,2
image157.png,2
image158.png,2
image159.png,2
image160.png,2
image161.png,2
image162.png,2
image163.png,2
image164.png,2
image165.png,2
image166.png,2
image167.png,2
image168.png,2
image169.png,2
image170.png,2
image171.png,2
image172.png,2
image173.png,2
image174.png,2
image175.png,2
image176.png,2
image177.png,2
image178.png,2
image179.png,2
image180.png,2
image181.png,0
image182.png,0
image183.png,0
image184.png,0
image185.png,0
image186.png,0
image187.png,0
image188.png,0
image189.png,0
image190.png,0
image191.png,2
image192.png,2
image193.png,2
image194.png,2
image195.png,2
image196.png,0
image197.png,0
image198.png,0
image199.png,0
image200.png,0
image201.png,0
image202.png,0
image203.png,0
image204.png,0
image205.png,0
image206.png,0
image207.png,0
image208.png,0
image209.png,0
image210.png,0
image211.png,0
image212.png,0
image213.png,0
image214.png,0
image215.png,0
image216.png,0
image217.png,0
image218.png,0
image219.png,0
image220.png,0
image221.png,0
image222.png,0
image223.png,0
image224.png,0
image225.png,0
image226.png,0
image227.png,0
image228.png,0
image229.png,0
image230.png,0
image231.png,3
image232.png,3
image233.png,3
image234.png,3
image235.png,3
image236.png,1
image237.png,3
image238.png,1
image239.png,3
image240.png,1
image241.png,3
image242.png,3
image243.png,3
image244.png,3
image245.png,3
image246.png,2
image247.png,2
image248.png,4
image249.png,4
image250.png,4
image251.png,4
image252.png,4
image253.png,1
image254.png,1
image255.png,1
image256.png,1
image257.png,1
image258.png,1
image259.png,1
image260.png,1
image261.png,1
image262.png,1
image263.png,2
image264.png,0
image265.png,0
image266.png,0
image267.png,1
image268.png,1
image269.png,4
image270.png,4
image271.png,4
image272.png,4
image273.png,4
image274.png,0
image275.png,0
image276.png,0
image277.png,0
image278.png,0
image279.png,5
image280.png,5
image281.png,5
image282.png,5
image283.png,5
image284.png,5
image285.png,5
image286.png,5
image287.png,5
image288.png,5
image289.png,1
image290.png,1
image291.png,1
image292.png,2
image293.png,2
image294.png,2
image295.png,2
image296.png,2
image297.png,3
